"itemCode","itemValue"
"4691","Myotomy of sigmoid colon"
"4692","Myotomy of colon NEC"
"4693","Revise sm bowel anastom"
"4694","Revise lg bowel anastom"
"4695","LOCAL SM BOWEL PERFUSION"
"4696","LOCAL LG BOWEL PERFUSION"
"4697","TRANSPLANT OF INTESTINE"
"4699","Intestinal op NEC"
"4701","Lap appendectomy"
"4709","Other appendectomy"
"4711","Lap incid appendectomy"
"4719","Other incid appendectomy"
"472","Drain appendiceal absc"
"4791","Appendicostomy"
"4792","Close appendiceal fistul"
"4799","Appendiceal ops NEC"
"480","Proctotomy"
"481","Proctostomy"
"4821","Transab proctosigmoidosc"
"4822","Proctosigmoidosc thru st"
"4823","Rigid proctosigmoidoscpy"
"4824","Closed rectal biopsy"
"4825","Open rectal biopsy"
"4826","PERIRECTAL TISSUE BIOPSY"
"4829","RECT/PERIRECT DX OP NEC"
"4831","RAD ELECTROCOAG-RECT LES"
"4832","ELECTROCOAG RECT LES NEC"
"4833","LASER DESTRUC RECTAL LES"
"4834","CRYOSURG DESTR RECT LES"
"4835","Local excis rectal les"
"4836","Polypectomy of rectum"
"4840","Pull-thru res rectum NOS"
"4841","Soave submuc rect resect"
"4842","Lap pull-thru res rectum"
"4843","Opn pull-thru res rectum"
"4849","Pull-thru rect resec NEC"
"485","Abd-perineal rect resect"
"4850","Abdperneal res rectm NOS"
"4851","Lap abdperneal resc rec"
"4852","Opn abdperneal resc rec"
"4859","Abdperineal resc rect NEC"
"4861","Transsac rectosigmoidect"
"4862","Ant rect resect w colost"
"4863","Anterior rect resect NEC"
"4864","Posterior rect resection"
"4865","Duhamel rectal resection"
"4869","Rectal resection NEC"
"4871","Suture of rectal lacer"
"4872","Closure of proctostomy"
"4873","Close rectal fist NEC"
"4874","Rectorectostomy"
"4875","Abdominal proctopexy"
"4876","Proctopexy NEC"
"4879","Repair of rectum NEC"
"4881","Perirectal incision"
"4882","Perirectal excision"
"4891","Incis rectal stricture"
"4892","Anorectal myomectomy"
"4893","Repair perirect fistula"
"4899","Rectal perirect op NEC"
"4901","Incis perianal abscess"
"4902","Perianal incision NEC"
"4903","EXCIS PERIANAL SKIN TAG"
"4904","Perianal excision NEC"
"4911","Anal fistulotomy"
"4912","Anal fistulectomy"
"4921","Anoscopy"
"4922","PERIANAL BIOPSY"
"4923","Biopsy of anus"
"4929","ANAL/PERIAN DX PROC NEC"
"4931","Endosc destruc anus les"
"4939","Other destruc anus les"
"4941","HEMORRHOID REDUCTION"
"4942","HEMORRHOID INJECTION"
"4943","HEMORRHOID CAUTERIZAT"
"4944","Hemorrhoid cryotherapy"
"4945","Hemorrhoid ligation"
"4946","Hemorrhoidectomy"
"4947","HEMORRHOID EVACUATION"
"4949","Hemorrhoid procedure NEC"
"4951","Left lat sphincterotomy"
"4952","Post sphincterotomy"
"4959","Anal sphincterotomy NEC"
"496","Excision of anus"
"4971","Suture anal laceration"
"4972","Anal cerclage"
"4973","Closure of anal fistula"
"4974","Gracilis musc transplan"
"4975","Impl or rev art anal sph"
"4976","Remov art anal sphincter"
"4979","Anal sphinct repair NEC"
"4991","Incision of anal septum"
"4992","Insert subq anal stimul"
"4993","Anal incision NEC"
"4994","Reduction anal prolapse"
"4995","Control anal hemorrhage"
"4999","Anal operation NEC"
"500","Hepatotomy"
"5011","CLOSED LIVER BIOPSY"
"5012","Open liver biopsy"
"5013","Transjugular liver bx"
"5014","Laparoscopic liver bx"
"5019","Hepatic dx proc NEC"
"5021","Marsupializat liver les"
"5022","Partial hepatectomy"
"5023","OPN ABLTN LIVER LES/TISS"
"5024","PERC ABLTN LIVER LES/TIS"
"5025","LAP ABLTN LIVER LES/TISS"
"5026","ABLTN LIVER LES/TISS NEC"
"5029","Destruc hepatic les NEC"
"503","Hepatic lobectomy"
"504","Total hepatectomy"
"5051","Auxilliary liver transpl"
"5059","Liver transplant NEC"
"5061","Closure liver lacerat"
"5069","Liver repair NEC"
"5091","PERCUTAN LIVER ASPIRAT"
"5092","EXTRACORPOR HEPAT ASSIS"
"5093","LOCAL PERFUSION LIVER"
"5094","HEPATIC INJECTION NEC"
"5099","LIVER OPERATION NEC"
"5101","PERCUTAN ASPIRATION GB"
"5102","Trocar cholecystostomy"
"5103","Cholecystostomy NEC"
"5104","Cholecystotomy NEC"
"5110","Endosc retro cholangiopa"
"5111","Enclose retro cholangio"
"5112","PERCU BX GB/BILE DUCT"
"5113","Open biliary tract bx"
"5114","Clo endosc bx bile duct"
"5115","Press measure sph Oddi"
"5119","Biliary tr dx proc NEC"
"5121","Oth part cholecystectomy"
"5122","Cholecystectomy"
"5123","Laparoscopic cholecystec"
"5124","Lap part cholecystectomy"
"5131","Gb-to-hepat duct anast"
"5132","Gb-to-intestine anastom"
"5133","Gb-to-pancreas anastom"
"5134","Gb-to-stomach anastomos"
"5135","Gallbladder anastom NEC"
"5136","Choledochoenterostomy"
"5137","Hepatic duct-gi anastom"
"5139","Bile duct anastomos NEC"
"5141","Cde for calculus remov"
"5142","Cde for obstruction NEC"
"5143","Choledochohepat intubat"
"5149","Incis obstr bile duc NEC"
"5151","Common duct exploration"
"5159","Bile duct incision NEC"
"5161","Excis cyst duct remnant"
"5162","Excis ampulla of vater"
"5163","Common duct excis NEC"
"5164","Endosc destru bile les"
"5169","Bile duct excision NEC"
"5171","Simple sut-common duct"
"5172","Choledochoplasty"
"5179","Bile duct repair NEC"
"5181","Sphincter of oddi dilat"
"5182","Pancreat sphincterotom"
"5183","Pancreat sphincteroplas"
"5184","Endosc dilation ampulla"
"5185","Endosc sphincterotomy"
"5186","Endosc inser nasobil tub"
"5187","Endosc inser stent bile"
"5188","Endo rem stone fr bil trac"
"5189","Sphinct of oddi op NEC"
"5191","Repair gb laceration"
"5192","Closure cholecystostomy"
"5193","Clos biliary fistul NEC"
"5194","Revis bile tract anastom"
"5195","Remove bile duct prosth"
"5196","Perc extract CBD stone"
"5198","Oth perc proc on bil tract"
"5199","Biliary tract op NEC"
"5201","Cath drain-pancreat cyst"
"5209","Pancreatotomy NEC"
"5211","CLOSED PANCREATIC BIOPSY"
"5212","Open pancreatic biopsy"
"5213","Endosc retro pancreatog"
"5214","Clo endosc bx pancre duc"
"5219","Pancreatic dx proc NEC"
"5221","Endosc destr pancrea les"
"5222","Other destru pancrea les"
"523","Pancreat cyst marsupiali"
"524","Int drain pancreat cyst"
"5251","Proximal pancreatectomy"
"5252","Distal pancreatectomy"
"5253","Rad subtot pancreatectom"
"5259","Partial pancreatect NEC"
"526","Total pancreatectomy"
"527","Rad pancreaticoduodenect"
"5280","Pancreat transplant NOS"
"5281","Reimplant pancreatic tis"
"5282","Pancreatic homotransplan"
"5283","Pancreatic heterotranspl"
"5284","Islets cell autotransplant"
"5285","Islets cell allotransplant"
"5286","Islets cell transplnt NOS"
"5292","Cannulation pancrea duc"
"5293","Endosc inser panc stent"
"5294","Endo rem stone fr pan duct"
"5295","Pancreatic repair NEC"
"5296","Pancreatic anastomosis"
"5297","Endosc inser nasopan tub"
"5298","Endosc dil pancreat duct"
"5299","Pancreatic operation NEC"
"5300","Unilat inq hern rep NOS"
"5301","Opn/oth rep dir ing hern"
"5302","Opn/oth rep ind ing hern"
"5303","Opn/oth dir ing hern-gft"
"5304","Opn/oth ind ing hern-gft"
"5305","Ing hernia rep-graft NOS"
"5310","Bilat ing hernia rep NOS"
"5311","Opn/oth bil dir ing hern"
"5312","Opn/oth bil ind ing hern"
"5313","Opnoth bi dr/in ing hrn"
"5314","Opn/oth bi dr ing hrn-gr"
"5315","Opn/oth bi in ing hrn-grf"
"5316","Opn/oth bi dr/in ig hr-gr"
"5317","Bil ing hrn rep-grft NOS"
"5321","Unil femor hrn rep-grft"
"5329","Unil femor hern rep NEC"
"5331","Bil fem hern repair-grft"
"5339","Bil fem hern repair NEC"
"5341","Opn/oth rep umb hrn-grft"
"5342","Lap umbil hernia-graft"
"5343","Lap umbilical hernia NEC"
"5349","Open rep umbil hern NEC"
"5351","Incisional hernia repair"
"5359","Abd wall hern repair NEC"
"5361","Open incis hern-grft NEC"
"5362","Lap incis hern repr-grft"
"5363","Lap hern ant abd-gft NEC"
"5369","Opn hern ant abd-grf NEC"
"537","Abd repair-diaphr hernia"
"5371","Lap abd rep-diaphr hern"
"5372","Opn abd diaphrm hern NEC"
"5375","Abd rep-diaphr hern NOS"
"5380","Thor rep-diaph hern NOS"
"5381","Diaphragmatic plication"
"5382","Parastern hernia repair"
"5383","Lap thorc app-diaph hern"
"5384","Opn thorc diaph hern NEC"
"539","Other hernia repair"
"540","Abdominal wall incision"
"5411","Exploratory laparotomy"
"5412","Reopen recent lap site"
"5419","Laparotomy NEC"
"5421","Laparoscopy"
"5422","Abdominal wall biopsy"
"5423","Peritoneal biopsy"
"5424","CLOSED INTRA-ABD MASS BX"
"5425","PERITONEAL LAVAGE"
"5429","Abd region dx proc NEC"
"543","Destruct abd wall lesion"
"544","Destruct peritoneal tiss"
"5451","Lap periton adhesiolysis"
"5459","Oth periton adhesiolysis"
"5461","Reclose post op disrupt"
"5462","Delayed clos abd wound"
"5463","Abd wall suture NEC"
"5464","Peritoneal suture"
"5471","Repair of gastroschisis"
"5472","Abdomen wall repair NEC"
"5473","Peritoneal repair NEC"
"5474","Omental repair NEC"
"5475","Mesenteric repair NEC"
"5491","Percu abdominal drainage"
"5492","Remove FB from periton"
"5493","Create cutanperiton fist"
"5494","Creat peritoneovas shunt"
"5495","Peritoneal incision"
"5496","INJEC AIR-PERITON CAVITY"
"5497","INJ THERAP SUBST PERITON"
"5498","Peritoneal dialysis"
"5499","ABDOMEN REGION OPS NEC"
"5501","Nephrotomy"
"5502","Nephrostomy"
"5503","Percu nephrostm w/o frag"
"5504","Percu nephrostmy w frag"
"5511","Pyelotomy"
"5512","Pyelostomy"
"5521","Nephroscopy"
"5522","Pyeloscopy"
"5523","CLOSED RENAL BIOPSY"
"5524","Open renal biopsy"
"5529","Renal diagnost proc NEC"
"5531","Renal les marsupializat"
"5532","OPN ABLTN RENAL LES/TISS"
"5533","PERC ABLTN RENL LES/TISS"
"5534","LAP ABLTN RENAL LES/TISS"
"5535","ABLTN RENAL LES/TISS NEC"
"5539","Loc destr renal les NEC"
"554","Partial nephrectomy"
"5551","Nephroureterectomy"
"5552","Solitary kidney nephrect"
"5553","Rejected kidney nephrect"
"5554","Bilateral nephrectomy"
"5561","Renal autotransplant"
"5569","Kidney transplant NEC"
"557","Nephropexy"
"5581","Suture kidney laceration"
"5582","Close nephrost & pyelost"
"5583","Close renal fistula NEC"
"5584","Reduce renal pedicl tors"
"5585","Symphysiotomy"
"5586","Renal anastomosis"
"5587","Correct ureteropelv junc"
"5589","Renal repair NEC"
"5591","Renal decapsulation"
"5592","PERCUTAN RENAL ASPIRAT"
"5593","REPLACE NEPHROSTOMY TUBE"
"5594","REPLACE PYELOSTOMY TUBE"
"5595","LOCAL RENAL PERFUSION"
"5596","RENAL INJECTION NEC"
"5597","Implant mechanic kidney"
"5598","Remov mechanical kidney"
"5599","Renal operation NEC"
"560","Tu remov ureter obstruct"
"561","Ureteral meatotomy"
"562","Ureterotomy"
"5631","Ureteroscopy"
"5632","CLOSED URETERAL BIOPSY"
"5633","CLOS ENDOSC URETERAL BX"
"5634","Open ureteral biopsy"
"5635","ENDOSCOPIC ILEAL CONDUIT"
"5639","Ureteral dx procedur NEC"
"5640","Ureterectomy NOS"
"5641","Partial ureterectomy"
"5642","Total ureterectomy"
"5651","Form cutan ileoureterost"
"5652","Revis cutan ileoureteros"
"5661","Form cutan ureterostomy"
"5662","Revis cutan ureteros NEC"
"5671","Urin diversion to bowel"
"5672","Revis ureteroenterostomy"
"5673","Nephrocystanastomosi NOS"
"5674","Ureteroneocystostomy"
"5675","Transureteroureterostomy"
"5679","Ureteral anastomosis NEC"
"5681","Intralum urete adhesioly"
"5682","Suture ureteral lacerat"
"5683","Ureterostomy closure"
"5684","Close ureter fistula NEC"
"5685","Ureteropexy"
"5686","Remove ureteral ligature"
"5689","Repair of ureter NEC"
"5691","Dilation ureteral meatus"
"5692","Implant ureteral stimul"
"5693","Replace ureteral stimul"
"5694","Remove ureteral stimulat"
"5695","Ligation of ureter"
"5699","Ureteral operation NEC"
"570","Transurethral clear blad"
"5711","PERCUTAN BLADDER ASPIRAT"
"5712","Cystotomy & adhesiolysis"
"5717","PERCUTANEOUS CYSTOSTOMY"
"5718","Other suprapu cystostomy"
"5719","Cystotomy NEC"
"5721","Vesicostomy"
"5722","Revise clo vesicostomy"
"5731","Cystoscopy thru stoma"
"5732","Cystoscopy NEC"
"5733","Clos transureth bladd bx"
"5734","Open bladder biopsy"
"5739","Bladder diagnos proc NEC"
"5741","Tu adhesiolysis bladder"
"5749","Tu destruc bladd les NEC"
"5751","Excision of urachus"
"5759","Bladder les destruct NEC"
"576","Partial cystectomy"
"5771","Radical cystectomy"
"5779","Total cystectomy NEC"
"5781","Suture bladder lacerat"
"5782","Cystostomy closure"
"5783","Enterovesico fist repair"
"5784","Vesic fistula repair NEC"
"5785","Cystourethroplasty"
"5786","Bladder exstrophy repair"
"5787","Bladder reconstruction"
"5788","Bladder anastomosis NEC"
"5789","Bladder repair NEC"
"5791","Bladder sphincterotomy"
"5792","BLADDER NECK DILATION"
"5793","Control bladd hemorrhage"
"5794","INSERT INDWELLING CATH"
"5795","REPLACE INDWELLING CATH"
"5796","Implant bladder stimulat"
"5797","Replace bladder stimulat"
"5798","Remove bladder stimulat"
"5799","Bladder operation NEC"
"580","Urethrotomy"
"581","Urethral meatotomy"
"5821","PERINEAL URETHROSCOPY"
"5822","Urethroscopy NEC"
"5823","URETHRAL BIOPSY"
"5824","PERIURETHRAL BIOPSY"
"5829","URETHRAL DX PROC NEC"
"5831","ENDOSC DESTR URETHRA LES"
"5839","OTHER DESTRU URETHRA LES"
"5841","Suture urethral lacerat"
"5842","Urethrostomy closure"
"5843","Close ureth fistula NEC"
"5844","Urethral reanastomosis"
"5845","Hypo-epispadjus repair"
"5846","Ureth reconstruction NEC"
"5847","Urethral meatoplasty"
"5849","Urethral repair NEC"
"585","Ureth stricture release"
"586","URETHRAL DILATION"
"5891","Periurethral incision"
"5892","Periurethral excision"
"5893","lmplt artf urin sphinct"
"5899","Ureth/periureth op NEC"
"5900","Retroperit dissect NOS"
"5902","Periren adhesiolys NEC"
"5903","Lap lys periren/uret adh"
"5907700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่หลัง"
"5907701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่หลัง"
"5907713","การบริบาลหญิงหลังคลอดด้วยการนวดที่หลัง"
"5907714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่หลัง"
"5907810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่หลัง"
"5907811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่หลัง"
"5907812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่หลัง"
"5907818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่หลัง"
"5907819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่หลัง"
"5907820","การประคบด้วยสมุนไพรที่หลัง"
"5907821","การประคบความร้อนที่หลัง"
"5907822","การประคบความเย็นที่หลัง"
"5909","Periren/ureter incis NEC"
"5911","Oth lys perives adhesio"
"5912","Lap lys perivesureth adh"
"5919","Perivesical incision NEC"
"5921","Periren/ureteral biopsy"
"5929","Periren/uret dx proc NEC"
"593","Urethroves junct plicat"
"594","Suprapubic sling op"
"595","Retropubic ureth suspens"
"596","Paraurethral suspension"
"5971","Levator musc suspension"
"5972","INJECT IMPLANT URETHRA"
"5979","Urin incontin repair NEC"
"598","Ureteral catheterization"
"5991","Periren/vesicle excision"
"5992","Periren/vesicle op NEC"
"5993","REPLACE URETEROST TUBE"
"5994","REPLACE CYSTOSTOMY TUBE"
"5995","ULTRASON FRAGMENT-STONE"
"5999","URINARY SYSTEM OP NEC"
"600","Incision of prostate"
"6011","CLOSED PROSTATIC BIOPSY"
"6012","Open prostatic biopsy"
"6013","CLOS SEMINAL VESICLES BX"
"6014","Open seminal vesicles bx"
"6015","Periprostatic biopsy"
"6018","Prostatic dx proc NEC"
"6019","Semin ves dx proc NEC"
"6021","Transureth prostatectomy"
"6029","Oth transureth prostatec"
"603","Suprapubic prostatectomy"
"604","Retropubic prostatectomy"
"605","Radical prostatectomy"
"6061","Los excis prostatic les"
"6062","Perineal prostatectomy"
"6069","Prostatectomy NEC"
"6071","PERCUT SEMIN VES ASPIRAT"
"6072","Seminal vesicle incision"
"6073","Seminal vesicle excision"
"6079","Seminal vesicle op NEC"
"6081","Periprostatic incision"
"6082","Periprostatic excision"
"6091","PERCUT PROSTATIC ASPIRAT"
"6092","INJECTION INTO PROSTATE"
"6093","Repair of prostate"
"6094","Control prostate hemorr"
"6095","Trans bal dil pros ureth"
"6099","Prostatic operation NEC"
"610","SCROTUM & TUNICA I & D"
"6111","SCROTUM & TUNICA BIOPSY"
"6119","SCROT/TUNICA DX PROC NEC"
"612","Excision of hydrocele"
"613","SCROTAL LES DESTRUCTION"
"6141","SUTURE SCROTAL LACERAT"
"6142","Scrotal fistula repair"
"6149","Scrotum/tunic repair NEC"
"6191","PERCUT TUNICA ASPIRATION"
"6192","Excision tunica les NEC"
"6199","Scrotum & tunica op NEC"
"620","Incision of testes"
"6211","CLOSED TESTICULAR BIOPSY"
"6212","Open testicular biopsy"
"6219","Testes dx procedure NEC"
"622","Testicular les destruct"
"623","Unilateral orchiectomy"
"6241","Remove both testes"
"6242","Remove solitary testis"
"625","Orchiopexy"
"6261","Suture testicular lacer"
"6269","Testicular repair NEC"
"627","Insert testicular prosth"
"6291","ASPIRATION OF TESTES"
"6292","INJECTION INTO TESTES"
"6299","Testicular operation NEC"
"6301","SPERMATIC CORD/VAS BIOPS"
"6309","Spermat cord/vas dx NEC"
"631","Exc spermatic varicocele"
"632","Excise epididymis cyst"
"633","Excise cord/epid les NEC"
"634","Epididymectomy"
"6351","Suture cord & epid lacer"
"6352","REDUCTION TORSION TESTES"
"6353","Transplant spermat cord"
"6359","Cord & epidid repair NEC"
"636","VASOTOMY"
"6370","MALE STERILIZATION NOS"
"6371","LIGATION OF VAS DEFERENS"
"6372","SPERMATIC CORD LIGATION"
"6373","VASECTOMY"
"6381","Suture vas & epidid lac"
"6382","Postop vas reconstruct"
"6383","Epididymovasostomy"
"6385","Remov vas deferens valve"
"6389","Vas & epididy repair NEC"
"6391","SPERMATOCELE ASPIRATION"
"6392","Epididymotomy"
"6393","Spermatic cord incision"
"6394","Sperm cord adhesiolysis"
"6395","Insert valve in vas def"
"6399","Cord/epid/vas ops NEC"
"640","Circumcision"
"6411","Penile biopsy"
"6419","PENILE DIAGNOST PROC NEC"
"642","Local excis penile les"
"643","Amputation of penis"
"6441","Suture penile laceration"
"6442","Release of chordee"
"6443","Construction of penis"
"6444","Reconstruction of penis"
"6445","Replantation of penis"
"6449","Penile repair NEC"
"645","Sex transformat op NEC"
"6491","DORSAL/LAT SLIT PREPUCE"
"6492","Incision of penis"
"6493","Division of penile adhes"
"6494","FIT EXT PENILE PROSTHES"
"6495","Ins noninfl penis prosth"
"6496","Remove int penile prosth"
"6497","Ins inflate penis prosth"
"6498","Penile operation NEC"
"6499","Male genital op NEC"
"6501","Laparoscopic oophorotomy"
"6509","Other oophorotomy"
"6511","Ovarian aspirat biopsy"
"6512","Ovarian biopsy NEC"
"6513","Lap biopsy of ovary"
"6514","Oth lap dx proc ovaries"
"6519","Ovarian dx procedure NEC"
"6521","Ovarian cyst marsupializ"
"6522","Ovarian wedge resection"
"6523","Lap marsup ovarian cyst"
"6524","Lap wedge resect ovary"
"6525","Oth lap Ioc exc dest ova"
"6529","Local destr ova les NEC"
"6531","Lap unilat oophorectomy"
"6539","Oth unilat oophorectomy"
"6541","Lap uni salpingo-oophor"
"6549","Oth uni salpingo-oophor"
"6551","Oth remove both ovaries"
"6552","Oth remove remain ovary"
"6553","Lap remove both ovaries"
"6554","Lap remove remain ovary"
"6561","Oth remove ovaries/tubes"
"6562","Oth remove rem ova/tube"
"6563","Lap remove ovaries/tubes"
"6564","Lap remove rem ova/tube"
"6571","Oth simple suture ovary"
"6572","Oth reimplant of ovary"
"6573","Oth salpingo-oophoroplas"
"6574","Lap simple suture ovary"
"6575","Lap reimplant of ovary"
"6576","Lap salpingo-oophoroplas"
"6579","Repair of ovary NEC"
"6581","Lap adhesiolys ova/tube"
"6589","Adhesiolysis ovary/tube"
"6591","Aspiration of ovary"
"6592","Transplantation of ovary"
"6593","Manual rupt ovarian cyst"
"6594","Ovarian denervation"
"6595","Ovarian torsion release"
"6599","Ovarian operation NEC"
"6601","Salpingotomy"
"6602","Salpingostomy"
"6611","Fallopian tube biopsy"
"6619","Fallop tube dx proc NEC"
"6621","Bilat endosc crush tube"
"6622","Bilat endosc divis tube"
"6629","Bilat endos occ tube NEC"
"6631","Bilat tubal crushing NEC"
"6632","Bilat tubal division NEC"
"6639","Bilat tubal destruct NEC"
"664","Total unilat salpingect"
"6651","Remove both fallop tubes"
"6652","Remove solitary fal tube"
"6661","Destroy fallop tube les"
"6662","Remov tube & ectop preg"
"6663","Bilat part salpingec NOS"
"6669","Partial salpingectom NEC"
"6671","Simpl suture fallop tube"
"6672","Salpingo-oophorostomy"
"6673","Salpingo-salpingostomy"
"6674","Salpingo-uterostomy"
"6679","Fallop tube repair NEC"
"668","FALLOPIAN TUBE INSUFFLAT"
"6691","FALLOPIAN TUBE ASPIRAT"
"6692","Unilat fallop tube destr"
"6693","Impl fallop tube prosth"
"6694","Remov fallop tube prosth"
"6695","Blow therapeut into tube"
"6696","Fallopian tube dilation"
"6697","Bury fimbriae in uterus"
"6699","Fallopian tube op NEC"
"670","CERVICAL CANAL DILATION"
"6711","Endocervical biopsy"
"6712","Cervical biopsy NEC"
"6719","Cervical dx procedur NEC"
"672","Conization of cervix"
"6731","Cervical cyst marsupial"
"6732","Cervical les cauterizat"
"6733","Cervical les cryotherapy"
"6739","Cervical les destruc NEC"
"674","Amputation of cervix"
"675","Int cervical os repair"
"6751","Transab cerclage cervix"
"6759","Oth rep int cervical os"
"6761","Suture cervical lacerat"
"6762","Cervical fistula repair"
"6769","Cervical repair NEC"
"680","Hysterotomy"
"6811","DIGITAL EXAM OF UTERUS"
"6812","Hysteroscopy"
"6813","Open uterine biopsy"
"6814","Open uterine ligament bx"
"6815","Clos uterine ligament bx"
"6816","Closed uterine biopsy"
"6819","Uterus/adnex dx proc NEC"
"6821","Endomet synechiae divis"
"6822","Incision uterine septum"
"6823","Endometrial ablation"
"6824","Uter a emb [UAE] w coils"
"6825","Uter a emb [UAE] wo coils"
"6829","Uterine les destruct NEC"
"683","Subtot abd hysterectomy"
"6831","Lap scervic hysterectomy"
"6839","Subtotl abd hyst NEC/NOS"
"684","Total abd hysterectomy"
"6841","LAP TOTAL ABDOMINAL HYST"
"6849","TOTAL ABD HYST NEC/NOS"
"6851","Lap ast vag hysterectomy"
"6859","Vag hysterectomy NEC/NOS"
"686","Radical abd hysterectomy"
"6861","LAP RADICAL ABDOMNL HYST"
"6869","RADICAL ABD HYST NEC/NOS"
"687","Radical vag hysterectomy"
"6871","LAP RADICAL VAGINAL HYST"
"6879","RADICAL VAG HYST NEC/NOS"
"688","Pelvic evisceration"
"689","Hysterectomy NEC/NOS"
"6901","D & C for preg terminat"
"6902","D & C post delivery"
"6909","D & C NEC"
"6919","Destruc uter support NEC"
"6921","Interposit op uterin lig"
"6922","Uterine suspension NEC"
"6923","Vag repair invers uterus"
"6929","Uterus/adnexa repair NEC"
"693","Paracerv uterine denerv"
"6941","Suture uterine lacerat"
"6942","Closure uterine fistula"
"6949","Uterine repair NEC"
"6951","Aspirat curet-preg termi"
"6952","Aspirat curet-post deliv"
"6959","Oth asp curettage uterus"
"696","MENSTRUAL EXTRACTION"
"697","INSERTION OF IUD"
"6991","INSERT UTERINE DEVICE"
"6992","ARTIFICIAL INSEMINATION"
"6993","INSERTION OF LAMINARIA"
"6994","MAN REPLACE INVERT UTER"
"6995","Incision of cervix"
"6996","REMOVE CERVICAL CERCLAGE"
"6997","Remove penetrat cerv FB"
"6998","Uterine support op NEC"
"6999","Uterine operation NEC"
"700","CULDOCENTESIS"
"7011","HYMENOTOMY"
"7012","Culdotomy"
"7013","Intralum vag adhesiolys"
"7014","Vaginotomy NEC"
"7021","Vaginoscopy"
"7022","Culdoscopy"
"7023","Cul-de-sac biopsy"
"7024","Vaginal biopsy"
"7029","Vagin/cul-de-sac dx NEC"
"7031","Hymenectomy"
"7032","Excis cul-de-sac lesion"
"7033","Excision vaginal lesion"
"704","Vaginal obliteration"
"7050","Cystocel/rectocel repair"
"7051","Cystocele repair"
"7052","Rectocele repair"
"7053","Cysto & recto w grf/pros"
"7054","Rep cystocel w grft/pros"
"7055","Rep rectocele w grf/pros"
"7061","Vaginal construction"
"7062","Vaginal reconstruction"
"7063","Vaginal const w grf/pros"
"7064","Vag reconst w grft/pros"
"7071","Suture vagina laceration"
"7072","Repair colovagin fistula"
"7073","Repair rectovag fistula"
"7074","Rep vaginoent fistul NEC"
"7075","Repair vag fistula NEC"
"7076","Hymenorrhaphy"
"7077","Vaginal suspens & fixat"
"7078","Vag susp/fix w grft/pros"
"7079","Vaginal repair NEC"
"708","Vaginal vault obliterat"
"7091","Vaginal operation NEC"
"7092","Cul-de-sac operation NEC"
"7093","Cul-de-sac grf/pros NEC"
"7094","Insert biological graft"
"7095","Insert synth graft/prost"
"7101","Vulvar adhesiolysis"
"7109","Incis vulva/perineum NEC"
"7111","Vulvar biopsy"
"7119","Vulvar diagnos proc NEC"
"7121","PERCUTAN BARTHOLIN ASPIR"
"7122","Incise bartholin's gland"
"7123","Bartholin gland marsup"
"7124","Destruc bartholin gland"
"7129","Bartholin's gland op NEC"
"713","Local vulvar excis NEC"
"714","Operations on clitoris"
"715","Radical vulvectomy"
"7161","Unilateral vulvectomy"
"7162","Bilateral vulvectomy"
"7171","Suture vulvar laceration"
"7172","Repair vulvar fistula"
"7179","Vulvar/perin repair NEC"
"718","Other vulvar operations"
"719","Other female genital ops"
"720","Low forceps operation"
"721","Low forceps op w episiotom"
"7217700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ไหล่ บ่า"
"7217701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ไหล่ บ่า"
"7217713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ไหล่ บ่า"
"7217714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ไหล่ บ่า"
"7217810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่ไหล่ บ่า"
"7217811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ไหล่ บ่า"
"7217812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ไหล่ บ่า"
"7217818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ไหล่ บ่า"
"7217819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ไหล่ บ่า"
"7217820","การประคบด้วยสมุนไพรที่ไหล่ บ่า"
"7217821","การประคบความร้อนที่ไหล่ บ่า"
"7217822","การประคบความเย็นที่ไหล่ บ่า"
"7221","Mid forceps op w episiotom"
"7227700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ต้นแขน"
"7227701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ต้นแขน"
"7227713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ต้นแขน"
"7227714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ต้นแขน"
